ID,age,profile_gender,tprofile_GOR,profile_education_level,tprofile_gross_household,ethnicity_R,tparent_1,tparent_2,tparent_97,tparent_98,Vote2019R,pastvote_EURef,new_socgrade,politics_scale_profile_update,respdate,W8,page1consentq,page2values1,page2values1_1,page2values1_2,page2values1_3,page2values1_4,page2values1_5,page2values1_6,page2values1_7,page2values1_8,page2values1_9,page2values1a,page2values1a_1,page2values1a_2,page2values1a_3,page2values1a_4,page2values1a_5,page2values1a_6,page2values1a_7,page2values1a_8,page2values1a_9,page3_splitgroups,page3vid_control,page3vid_threat,page3vid_hope,page3vid_justice,page4posttreatment1,page4posttreatment1_1,page4posttreatment1_2,page4posttreatment1_3,page4posttreatment1_4,page4posttreatment2,page4posttreatment2_1,page4posttreatment2_2,page4posttreatment2_3,page4posttreatment2_4,page4posttreatment2_5,page4posttreatment2_6,page4posttreatment3,page4posttreatment3_1,page4posttreatment3_2,page4posttreatment3_3,page4posttreatment3_4,page4posttreatment3_5,page4posttreatment3_6,page4posttreatment3_7,page4posttreatment3_8,page4posttreatment3_9,page4posttreatment3_10,page4posttreatment3_11,page4posttreatment3_12,page4posttreatment3_13,page4posttreatment3_14,page4posttreatment3_15,page4posttreatment3_16,page4posttreatment3_17,page4posttreatment3_18,page4posttreatment3_19,page4posttreatment3_20,page4posttreatment5,page4posttreatment5_1,page4posttreatment5_2,page4posttreatment5_3,page4posttreatment5_4,page4posttreatment5_5,page4posttreatment5_6,page5posttreatment6,page5posttreatment6_1,page5posttreatment6_2,page5posttreatment6_3,page5posttreatment6_4,page5posttreatment6_5,page5posttreatment6_6,page5posttreatment6_7,page5posttreatment6_8,page5posttreatment6_9,page5posttreatment6_10,page5posttreatment6_11,page5posttreatment6_12,page5posttreatment7_1,page5posttreatment7_2,page5posttreatment7_3,page5posttreatment7_4,page5posttreatment7_5,page5posttreatment7_6,page5posttreatment7_7,page5posttreatment7_8,page6posttreatment8,page6posttreatment8_1,page6posttreatment8_2,page6posttreatment8_3,page6posttreatment9scale,page6posttreatment9scale_strangers,page6posttreatment9ascale,page6posttreatment9ascale_government,page6posttreatment9bscale,page6posttreatment9bscale_parliament,page6posttreatment10,page6posttreatment10_1,page6posttreatment10_2,page6posttreatment10_3,page6posttreatment10_4,page6posttreatment10_5,page6posttreatment10_6,page6posttreatment11,page6posttreatment11_1,page6posttreatment11_2,page6posttreatment11_3,page6posttreatment11_4,page6posttreatment11_5,page6posttreatment11_6
1609,19,2,3,11,4,2,2,2,1,2,7,3,2,8,4/26/2024,.590956316,1,1,6,6,6,3,6,6,6,4,6,1,6,3,3,6,5,6,6,3,3,4,-9,-9,-9,1,1,11,9,10,11,1,1,2,1,2,7,3,1,2,2,5,6,4,4,3,3,4,4,4,5,3,2,6,6,5,2,5,6,1,2,4,4,4,4,6,1,6,2,4,4,6,4,7,4,6,5,6,4,1,1,1,2,2,2,2,2,1,2,2,6,1,997,1,997,1,997,1,5,5,5,5,5,5,1,4,7,6,4,7,4
1610,39,1,7,17,10,6,2,2,1,2,2,1,1,2,4/25/2024,.910950427,1,1,5,5,4,2,3,4,5,3,3,1,4,2,4,3,5,3,4,2,2,3,-9,-9,1,-9,1,11,4,11,6,1,3,3,3,2,4,4,1,1,2,6,7,3,1,4,4,5,6,5,5,2,1,6,5,1,4,6,6,1,1,1,1,4,7,1,1,7,2,2,2,7,1,7,1,7,1,7,1,1,1,1,1,2,2,2,2,1,7,5,5,1,6,1,3,1,3,1,5,3,3,3,3,3,1,4,4,3,6,4,3
1611,66,2,8,11,6,1,2,1,2,2,5,2,2,4,4/23/2024,.70539434,1,1,6,6,4,5,4,5,5,1,1,1,6,5,5,5,4,5,1,1,1,1,1,-9,-9,-9,1,1,6,11,1,1,2,6,2,2,7,7,1,1,2,5,7,7,2,1,1,5,6,4,3,4,1,7,7,7,3,6,6,1,4,5,2,6,4,7,1,7,4,6,4,2,6,7,2,4,4,1,7,1,1,1,2,2,1,2,2,1,7,2,4,1,5,1,0,1,0,1,3,3,3,4,3,3,1,6,7,4,6,5,7
1612,22,1,1,11,2,3,2,2,1,2,7,3,1,4,4/25/2024,.905376991,1,1,4,6,6,5,6,4,5,5,6,1,6,4,5,6,6,5,6,6,3,2,-9,1,-9,-9,1,8,6,10,6,1,6,4,2,4,7,2,1,6,5,4,4,7,4,5,7,5,6,6,3,7,6,1,4,3,3,4,7,1,4,3,1,7,7,7,1,7,1,7,1,3,7,3,5,7,4,7,3,1,2,1,2,2,1,2,2,1,5,6,7,1,6,1,4,1,5,1,1,2,1,2,1,1,1,7,6,7,7,7,7
1613,23,2,7,15,1,1,1,2,2,2,2,3,1,3,4/23/2024,.389328996,1,1,4,4,3,5,5,5,4,4,3,1,4,3,5,3,3,5,4,3,5,3,-9,-9,1,-9,1,8,6,8,9,1,5,6,5,7,3,5,1,6,4,4,6,6,5,6,3,6,4,5,6,5,5,4,5,6,5,5,5,1,4,6,6,5,7,6,1,6,6,6,4,5,6,5,7,5,6,6,6,1,2,2,2,2,1,2,2,1,3,5,5,1,4,1,7,1,5,1,2,1,3,5,2,2,1,5,5,5,6,5,5
1614,25,2,5,16,14,3,1,2,2,2,3,3,1,8,4/23/2024,.827792748,1,1,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,3,1,1,1,2,-9,1,-9,-9,1,11,11,11,11,1,4,4,1,1,4,4,1,1,1,1,1,7,7,7,7,1,1,7,7,1,7,7,7,4,1,7,7,1,1,7,7,7,7,7,1,1,1,7,1,1,7,7,7,1,7,7,7,2,1,2,2,2,2,2,2,1,1,1,7,1,10,1,0,1,0,1,1,1,1,1,1,1,1,7,7,7,7,1,1
1615,22,1,8,11,12,1,2,2,1,2,3,3,1,4,4/24/2024,1.180532732,1,1,5,5,2,4,4,4,4,4,5,1,4,2,4,3,4,5,4,2,3,2,-9,1,-9,-9,1,8,7,8,6,1,3,4,3,1,5,3,1,2,1,7,7,5,3,5,3,6,6,5,5,3,3,5,4,5,4,5,5,1,3,6,3,6,5,7,1,6,3,3,6,6,3,7,1,6,5,2,3,2,1,1,2,2,2,2,2,1,5,2,5,1,7,1,1,1,2,1,3,3,3,1,1,3,1,3,5,5,5,3,5
1616,51,2,7,11,4,3,2,2,1,2,2,3,2,8,4/25/2024,.668652512,1,1,5,6,6,6,6,6,2,1,5,1,5,3,5,5,4,4,2,2,3,3,-9,-9,1,-9,1,1,6,11,4,1,4,2,7,7,1,7,1,4,1,4,7,4,4,4,4,4,5,4,7,1,1,7,7,1,1,7,7,1,4,2,1,4,4,7,1,4,4,7,6,4,4,5,4,7,2,6,1,2,1,2,1,2,1,2,2,1,4,4,4,1,0,1,0,1,0,1,5,5,5,1,2,1,1,7,7,6,7,4,7
1617,24,2,10,6,9,1,2,2,1,2,7,3,2,8,4/24/2024,2.186024115,1,1,4,3,3,2,4,5,4,3,4,1,5,2,4,4,3,3,2,2,5,2,-9,1,-9,-9,1,4,1,7,6,1,2,2,2,2,4,5,1,2,2,5,5,2,2,4,2,4,4,3,4,4,4,3,7,4,3,4,5,1,4,2,2,4,2,4,1,4,4,4,4,1,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1,1,6,4,3,1,1,1,1,1,1,1,2,2,2,2,2,2,1,4,5,4,4,4,4
1618,38,2,7,20,16,2,1,2,2,2,7,3,1,4,4/26/2024,.269550117,1,1,4,5,5,5,4,6,3,2,3,1,2,5,5,6,6,4,1,5,4,2,-9,1,-9,-9,1,10,9,11,11,1,5,3,4,5,7,6,1,3,1,7,7,5,3,2,2,4,4,3,4,4,1,4,6,3,1,7,7,1,5,1,1,6,7,6,1,5,4,6,1,4,6,7,4,3,3,6,1,2,2,2,2,2,1,2,2,1,1,7,7,1,9,1,3,1,5,1,1,1,3,1,3,3,1,7,7,7,6,6,7
1619,30,1,5,5,9,1,2,2,1,2,7,3,1,8,4/24/2024,3.751517332,1,1,4,2,6,3,3,3,3,3,3,1,5,4,4,3,3,3,4,2,2,2,-9,1,-9,-9,1,1,1,1,1,1,5,5,2,4,3,4,1,4,5,3,3,5,5,2,2,5,5,4,4,5,3,4,4,4,6,5,5,1,2,5,3,5,5,3,1,5,1,4,2,1,5,5,3,5,5,1,7,2,2,2,2,2,2,1,2,1,6,6,4,1,5,1,6,1,5,1,3,3,3,3,3,3,1,4,4,3,5,4,2
1620,60,1,2,11,8,1,2,2,1,2,7,3,2,5,4/24/2024,.647675183,1,1,4,4,5,4,5,5,4,4,3,1,4,4,4,5,4,4,4,2,2,2,-9,1,-9,-9,1,10,7,9,8,1,1,5,2,1,7,6,1,1,2,7,7,6,2,3,3,6,6,2,2,1,1,7,7,6,1,7,7,1,1,5,1,4,3,6,1,7,1,5,5,3,5,7,5,2,2,5,6,2,2,1,2,2,2,2,2,1,5,5,1,1,4,1,4,1,5,1,3,3,3,4,3,3,1,5,5,4,5,5,2
1621,28,2,4,16,10,3,2,2,1,2,7,3,2,6,4/26/2024,.557170153,1,1,4,4,5,5,5,4,5,2,3,1,4,4,4,5,3,3,2,2,2,4,-9,-9,-9,1,1,10,5,9,7,1,2,3,3,5,7,7,1,4,2,5,5,6,7,3,4,6,5,5,3,4,3,6,5,6,3,5,6,1,3,3,5,5,4,5,1,7,4,6,6,6,5,5,3,6,6,6,4,2,1,2,1,2,1,2,2,1,6,7,2,1,6,1,6,1,8,1,5,2,5,5,2,1,1,7,6,6,6,6,6
1622,19,1,8,11,16,2,2,2,1,2,7,3,1,8,4/24/2024,.662063917,1,1,5,5,5,4,5,6,5,3,4,1,3,6,6,6,6,6,2,1,4,2,-9,1,-9,-9,1,9,10,11,11,1,6,2,1,1,7,7,1,3,2,4,6,6,6,4,4,5,4,7,6,7,3,3,4,1,1,5,7,1,5,4,1,7,4,6,1,7,2,7,2,2,3,7,4,4,4,6,4,2,1,2,2,2,1,2,2,1,6,6,7,1,0,1,6,1,9,1,1,1,3,1,3,4,1,7,5,6,6,2,7
1623,31,1,3,20,17,4,2,2,2,1,7,4,2,8,4/24/2024,1.192212271,1,1,4,4,4,2,2,4,3,4,3,1,1,1,2,3,3,3,3,1,1,3,-9,-9,1,-9,1,4,5,4,8,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,1,4,4,4,1,997,1,997,1,997,1,5,5,5,5,1,5,1,4,4,4,4,4,4
1624,49,2,9,16,6,1,1,1,2,2,1,1,1,3,4/27/2024,1.11481881,1,1,4,4,5,3,5,4,5,2,2,1,6,4,5,3,4,2,2,2,2,4,-9,-9,-9,1,1,7,4,6,8,1,1,5,1,1,4,5,1,2,2,5,6,3,2,4,3,4,4,5,6,4,1,6,6,4,4,5,4,1,4,3,1,5,5,3,1,4,2,4,4,3,3,6,4,4,4,2,4,1,1,1,2,2,2,2,2,1,5,4,5,1,7,1,6,1,6,1,3,4,3,1,3,3,1,2,2,2,6,2,2
1625,36,2,10,13,13,1,1,2,2,2,2,2,1,5,4/24/2024,.912649986,1,1,6,6,5,5,3,4,4,4,4,1,3,5,3,3,3,4,3,2,2,2,-9,1,-9,-9,1,11,9,9,5,1,3,1,4,1,7,7,1,2,2,5,5,5,4,3,4,5,4,4,3,3,5,5,5,4,4,4,5,1,4,6,5,4,4,5,1,7,1,3,7,7,1,7,4,4,2,3,5,2,1,1,2,2,1,2,2,1,5,5,5,1,2,1,3,1,3,1,3,3,3,2,5,5,1,5,6,3,5,2,6
1626,21,1,1,9,1,6,2,2,1,2,7,3,1,4,4/26/2024,1.225753586,1,1,4,4,4,4,4,4,4,4,4,1,3,4,3,4,3,3,3,3,3,3,-9,-9,1,-9,1,1,1,1,4,1,4,4,4,5,4,2,1,3,1,3,5,5,3,2,2,2,4,3,4,5,5,5,4,4,4,1,3,1,5,5,4,4,4,4,1,3,4,3,3,4,5,3,4,3,4,5,3,2,2,2,2,2,2,2,1,1,4,5,4,1,997,1,3,1,3,1,2,2,2,2,2,2,1,4,3,5,4,4,3
1627,52,1,8,8,17,1,2,2,1,2,4,2,1,5,4/23/2024,.25410456,1,1,5,5,5,5,5,4,4,4,4,1,5,4,3,4,4,4,4,3,3,1,1,-9,-9,-9,1,7,7,7,8,1,5,6,5,5,3,4,1,4,4,4,5,5,3,4,3,6,6,5,3,5,6,4,5,5,4,5,5,1,5,5,2,3,4,4,1,5,3,4,4,3,4,5,3,5,5,3,5,2,1,1,2,2,2,2,2,1,4,3,5,1,3,1,6,1,6,1,3,3,3,3,3,3,1,3,3,4,5,4,4
1628,28,1,6,17,11,2,2,2,1,2,7,3,1,5,4/25/2024,.793797028,1,1,5,4,4,4,5,5,4,4,3,1,4,4,5,4,3,5,3,4,4,4,-9,-9,-9,1,1,8,7,8,6,1,4,5,4,2,4,5,1,2,3,5,5,4,2,4,4,3,1,5,5,1,1,6,7,3,3,6,5,1,2,3,4,4,3,5,1,6,2,5,5,3,3,3,1,6,6,6,2,2,1,1,2,2,1,2,2,1,3,2,1,1,4,1,6,1,5,1,5,2,5,2,2,4,1,3,5,2,5,5,5
1629,18,2,11,12,5,1,2,2,1,2,7,3,2,8,4/24/2024,.641186862,1,1,3,3,4,3,5,4,3,2,2,1,4,3,3,2,2,2,2,2,3,2,-9,1,-9,-9,1,6,6,4,6,1,4,4,4,4,5,4,1,3,4,5,5,4,3,4,3,4,5,4,4,4,4,5,4,4,4,4,4,1,4,5,3,4,4,4,1,4,4,4,4,5,4,4,3,4,4,4,4,2,1,1,2,2,1,2,2,1,4,5,4,1,3,1,3,1,3,1,5,5,5,2,2,2,1,4,5,4,5,4,4
1630,35,2,8,17,13,2,2,2,1,2,7,4,1,3,4/24/2024,.461979839,1,1,3,4,2,2,4,4,5,3,4,1,3,1,6,5,4,5,3,1,2,3,-9,-9,1,-9,1,8,8,10,4,1,2,3,1,2,4,4,1,1,2,7,6,1,2,7,5,3,3,5,6,2,2,5,6,2,2,6,6,1,1,1,1,2,2,3,1,7,1,2,6,2,3,7,1,4,2,5,3,1,1,1,2,2,1,2,2,1,5,2,1,1,5,1,1,1,1,1,1,1,3,1,1,4,1,2,3,3,4,5,6
1631,36,2,5,16,6,1,1,2,2,2,3,2,1,8,4/24/2024,.816016905,1,1,6,5,5,3,6,5,6,6,3,1,2,3,5,3,1,5,2,5,3,1,1,-9,-9,-9,1,6,6,8,9,1,5,5,3,2,4,5,1,5,5,3,3,5,3,3,4,5,5,2,4,2,1,6,7,5,2,5,5,1,2,3,2,2,3,6,1,7,1,5,2,6,1,7,1,4,2,4,2,1,2,1,2,2,1,2,2,1,3,5,6,1,6,1,8,1,8,1,3,3,3,2,1,3,1,2,5,4,3,1,2
1632,38,2,4,18,13,1,2,1,2,2,1,2,1,4,4/23/2024,1.181652663,1,1,6,5,2,3,5,4,6,3,3,1,1,3,2,3,4,3,2,1,2,3,-9,-9,1,-9,1,11,7,9,5,1,1,3,1,1,6,7,1,2,2,7,7,4,2,5,5,4,5,4,4,4,1,7,7,4,2,5,6,1,2,2,2,7,3,7,1,7,1,1,7,7,1,7,1,7,1,4,3,1,1,1,1,2,1,2,2,1,5,2,7,1,2,1,2,1,2,1,3,4,4,3,3,4,1,4,5,6,5,5,5
1633,21,1,5,16,12,3,2,2,1,2,7,3,2,7,4/24/2024,.506392709,1,1,5,5,5,5,5,4,5,4,5,1,5,4,4,5,4,4,4,5,5,1,1,-9,-9,-9,1,8,6,4,7,1,4,4,5,3,4,5,1,5,5,5,6,5,5,5,5,5,4,4,4,5,4,6,4,6,2,3,7,1,5,5,5,5,4,6,1,5,6,6,6,5,5,6,6,6,6,6,5,2,2,2,2,2,1,2,2,1,5,6,5,1,7,1,8,1,8,1,3,3,3,1,1,1,1,1,5,5,5,2,4
1634,28,1,8,17,8,2,2,2,1,2,7,3,2,4,4/24/2024,.956277091,1,1,5,5,5,5,5,5,5,3,5,1,5,5,6,5,5,5,5,5,5,4,-9,-9,-9,1,1,9,5,8,7,1,5,1,2,2,5,6,1,3,4,5,6,4,2,4,5,5,5,6,6,3,2,6,5,6,3,5,6,1,4,4,3,2,6,4,1,7,2,1,4,4,2,6,1,5,2,5,2,2,1,1,2,2,1,2,2,1,6,6,4,1,7,1,9,1,9,1,3,3,4,3,3,3,1,3,4,1,4,3,5
1635,23,1,2,9,1,3,2,2,1,2,4,3,1,4,4/26/2024,2.19322946,1,1,6,5,6,3,5,4,5,6,4,1,6,3,4,6,5,6,4,2,3,1,1,-9,-9,-9,1,6,6,6,7,1,3,3,6,4,4,5,1,3,4,4,5,2,2,4,4,6,4,4,5,2,5,6,3,6,3,6,7,1,6,5,4,6,6,7,1,5,6,7,6,7,6,7,7,6,5,7,6,2,1,2,2,2,1,2,2,1,6,5,6,1,5,1,6,1,6,1,1,2,2,2,1,1,1,7,7,7,6,6,6
1636,24,2,5,15,17,2,2,2,1,2,7,3,1,4,4/24/2024,.429527141,1,1,3,3,4,4,3,4,4,2,3,1,4,4,3,3,4,4,4,3,5,3,-9,-9,1,-9,1,6,9,5,8,1,5,5,5,5,4,5,1,3,3,5,6,5,5,5,5,5,6,3,4,6,5,5,3,3,4,4,4,1,5,5,3,4,5,5,1,4,4,5,3,3,5,4,5,4,5,3,3,1,1,2,2,2,2,2,2,1,6,5,6,1,3,1,2,1,3,1,3,3,5,3,4,4,1,5,5,5,6,5,5
1637,18,2,8,11,11,1,2,2,1,2,7,3,2,8,4/23/2024,.553361455,1,1,6,6,1,3,6,6,5,1,5,1,3,2,5,4,5,2,4,1,1,3,-9,-9,1,-9,1,8,7,8,3,1,3,2,2,1,2,4,1,1,1,7,7,1,1,7,7,2,5,3,2,1,1,3,6,5,2,5,6,1,4,5,1,5,5,2,1,7,3,2,3,3,5,7,1,6,6,7,2,2,1,2,2,2,2,2,2,1,7,5,7,1,0,1,1,1,3,1,3,3,3,1,1,3,1,6,7,7,7,1,7
1638,25,1,2,17,14,3,1,2,2,2,1,3,1,7,4/24/2024,.581924026,1,1,3,4,4,4,4,4,4,4,4,1,5,4,5,4,4,4,4,4,4,1,1,-9,-9,-9,1,4,5,3,4,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,4,4,4,4,1,4,4,5,4,4,4,4,4,4,4,4,4,2,1,2,2,2,1,2,2,1,3,3,5,1,4,1,10,1,10,1,1,2,2,2,2,1,1,5,6,5,5,5,5
1639,24,1,5,16,14,3,1,2,2,2,1,3,1,7,4/23/2024,.881891833,1,1,6,5,5,5,4,5,5,3,4,1,4,4,4,4,4,4,4,4,4,3,-9,-9,1,-9,1,9,10,11,10,1,4,6,4,7,6,1,1,7,7,4,7,6,4,6,4,4,4,4,7,7,6,2,6,7,5,7,7,1,6,7,4,7,7,7,1,4,4,6,4,4,7,4,4,4,4,4,4,1,2,2,2,2,1,2,2,1,4,4,5,1,7,1,10,1,9,1,2,2,2,2,2,2,1,5,4,4,5,4,4
1640,28,1,7,11,14,4,2,2,1,2,2,3,1,3,4/24/2024,.367160432,1,1,1,3,5,1,4,1,6,3,4,1,5,1,5,3,5,5,6,2,3,2,-9,1,-9,-9,1,5,3,6,4,1,5,7,7,6,1,2,1,1,1,7,7,3,1,5,6,7,5,2,4,5,5,3,3,5,5,3,4,1,5,5,2,5,1,6,1,6,4,5,3,6,1,5,3,7,2,2,4,2,2,2,2,2,2,1,2,1,6,2,5,1,2,1,0,1,1,1,4,4,4,3,2,5,1,6,7,7,7,4,6
1641,38,1,7,16,13,2,1,2,2,2,7,3,1,8,4/25/2024,.4484127,1,1,5,5,6,4,6,6,3,3,6,1,5,5,6,6,6,5,5,5,5,4,-9,-9,-9,1,1,9,9,6,6,1,6,4,2,3,5,5,1,4,4,4,6,7,4,6,4,6,6,4,4,4,1,6,6,4,4,4,4,1,4,4,4,4,4,4,1,4,4,6,4,4,4,6,2,6,4,5,4,2,2,2,2,2,1,2,2,1,6,6,7,1,2,1,2,1,2,1,5,5,5,5,5,2,1,4,5,4,6,6,5
1642,69,2,3,11,17,1,2,1,2,2,7,2,2,8,4/25/2024,.746436171,1,1,5,5,5,4,5,4,5,3,2,1,5,4,5,6,6,5,2,2,2,4,-9,-9,-9,1,1,7,7,7,7,1,2,3,4,4,5,6,1,2,3,5,5,5,4,3,3,4,5,5,5,3,2,5,5,4,4,4,5,1,3,5,4,4,4,4,1,6,1,5,4,1,7,6,2,4,5,4,6,1,2,1,1,2,1,2,2,1,4,5,6,1,3,1,3,1,3,1,3,3,5,5,5,1,1,6,6,6,6,6,6
1643,29,1,7,16,14,2,2,2,1,2,2,3,1,8,4/25/2024,.804711318,1,1,2,3,2,2,3,5,5,3,5,1,1,1,3,4,4,4,4,2,3,1,1,-9,-9,-9,1,5,5,7,5,1,5,5,3,3,4,5,1,3,3,5,6,4,2,5,5,5,5,5,3,5,3,5,5,5,3,5,5,1,3,2,5,5,3,4,1,6,2,2,5,5,2,5,2,5,3,6,3,2,2,1,2,2,2,2,2,1,5,3,3,1,6,1,6,1,6,1,3,3,3,1,2,2,1,5,5,5,5,5,4
1644,36,2,8,17,4,1,1,2,2,2,5,1,1,4,4/23/2024,.481287594,1,1,6,6,6,3,6,6,6,4,2,1,5,3,5,6,6,6,2,2,2,2,-9,1,-9,-9,1,11,5,5,9,1,3,3,3,3,5,7,1,3,1,7,7,4,3,4,3,4,4,4,4,3,3,5,7,3,3,7,7,1,4,3,3,5,5,5,1,5,2,3,5,5,3,7,1,5,3,5,2,1,1,1,2,2,1,2,2,1,5,5,5,1,6,1,0,1,0,1,3,4,4,3,1,3,1,3,4,3,3,3,3
1645,42,1,3,9,5,1,1,1,2,2,7,3,1,8,4/24/2024,1.243382047,1,1,3,3,5,4,3,3,3,3,3,1,3,3,3,3,3,3,2,2,2,4,-9,-9,-9,1,1,6,6,7,4,1,2,2,3,2,6,6,1,1,1,7,4,5,4,4,3,4,4,4,4,1,1,7,7,4,3,5,7,1,1,4,4,4,4,4,1,5,4,4,4,4,4,5,4,5,4,4,5,2,2,1,2,2,2,2,2,1,6,5,5,1,3,1,0,1,0,1,5,3,2,3,3,3,1,5,5,5,5,6,4
1646,48,1,4,17,6,2,1,2,2,2,7,2,1,8,4/24/2024,.530728764,1,1,5,4,5,6,5,5,3,3,3,1,2,3,5,4,4,2,2,3,3,3,-9,-9,1,-9,1,10,6,8,6,1,3,2,6,2,2,4,1,1,1,6,7,4,4,4,4,6,5,4,4,5,3,7,5,6,5,4,6,1,3,6,2,3,2,4,1,7,1,3,2,3,5,5,2,6,3,3,3,2,2,1,2,2,1,2,2,1,6,7,7,1,6,1,0,1,2,1,3,3,3,3,3,3,1,3,4,5,7,5,2
1647,21,2,5,11,16,1,2,2,1,2,7,3,2,8,4/26/2024,1.323952772,1,1,4,5,5,3,5,6,2,2,3,1,5,3,5,5,5,2,4,2,2,2,-9,1,-9,-9,1,6,9,10,7,1,2,6,4,5,5,3,1,3,3,5,6,5,3,2,3,3,6,5,5,5,3,6,7,5,3,5,7,1,5,5,5,3,6,5,1,7,4,7,5,3,6,6,5,3,5,6,3,2,2,1,2,2,1,2,2,1,6,7,6,1,3,1,5,1,4,1,1,1,2,2,1,1,1,5,6,7,5,5,5
1648,36,1,6,16,8,2,1,2,2,2,7,2,1,6,4/26/2024,.738365483,1,1,5,5,6,6,5,5,4,4,4,1,6,5,4,6,5,5,4,3,4,4,-9,-9,-9,1,1,11,10,11,2,1,4,5,4,2,2,7,1,3,4,5,6,6,3,3,2,6,6,4,6,4,5,6,5,2,4,6,6,1,1,1,1,5,5,6,1,6,1,4,6,6,4,7,2,7,2,6,2,2,1,1,1,2,1,2,2,1,4,6,7,1,7,1,8,1,8,1,3,4,3,3,4,4,1,6,5,6,6,4,4
1649,32,2,8,16,12,1,2,2,1,2,3,1,1,3,4/23/2024,2.1591916,1,1,5,5,4,3,4,4,5,3,3,1,6,2,5,3,3,4,5,3,4,1,1,-9,-9,-9,1,5,4,9,7,1,5,2,5,2,6,3,1,2,1,6,5,4,2,5,5,5,3,5,5,3,3,6,3,4,3,5,4,1,5,4,2,5,4,4,1,7,1,1,5,7,1,7,1,7,1,2,3,2,1,1,2,2,1,2,2,1,5,6,2,1,3,1,3,1,3,1,3,4,4,3,3,3,1,5,5,5,6,6,5
1650,34,1,8,17,14,3,1,2,2,2,4,1,1,1,4/26/2024,.164609809,1,1,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,2,6,1,1,-9,-9,-9,1,8,9,9,8,1,4,4,4,4,4,4,1,2,1,7,6,6,4,4,4,4,4,4,2,4,5,4,6,6,4,4,4,1,4,4,4,4,4,4,1,4,4,7,4,4,4,4,4,6,4,6,4,2,2,2,2,2,1,2,2,1,6,6,6,1,5,1,0,1,0,1,1,1,1,1,1,1,1,4,6,6,4,6,4
1651,64,2,1,17,13,1,2,2,1,2,3,1,1,2,4/23/2024,.87134509,1,1,5,4,2,1,6,6,6,5,2,1,1,1,6,5,5,5,2,1,1,4,-9,-9,-9,1,1,10,6,9,4,1,1,6,1,1,4,6,1,3,3,5,7,4,1,4,4,3,2,4,6,1,1,7,6,2,2,6,6,1,1,1,1,1,7,1,1,2,4,5,4,3,3,7,1,4,3,6,1,2,2,2,2,2,2,1,2,1,1,1,5,1,6,1,0,1,2,1,3,3,4,3,3,3,1,2,2,2,2,2,4
1652,23,2,6,5,4,1,2,2,1,2,1,3,2,6,4/26/2024,.758059799,1,1,6,6,4,3,6,2,6,2,4,1,5,2,4,3,3,2,4,2,2,2,-9,1,-9,-9,1,11,8,11,6,1,4,4,4,4,3,3,1,6,6,4,4,5,5,1,3,7,7,1,1,4,6,4,4,5,5,4,3,1,7,7,5,4,4,7,1,7,4,1,7,7,1,7,1,7,1,1,7,1,2,2,2,2,1,2,2,1,7,3,7,1,0,1,7,1,5,1,4,4,3,3,4,3,1,1,6,2,7,1,4
1653,37,1,8,17,14,2,1,2,2,2,1,3,1,3,4/24/2024,1.192591183,1,1,5,5,3,3,4,5,5,4,4,1,4,4,4,5,4,2,4,2,5,1,1,-9,-9,-9,1,8,9,8,4,1,6,7,6,6,6,6,1,4,5,6,7,6,4,6,5,6,4,5,5,6,6,6,5,6,6,6,6,1,5,6,5,5,4,3,1,1,1,3,7,6,3,5,6,6,6,3,5,1,1,1,2,2,2,2,2,1,5,1,5,1,8,1,8,1,4,1,3,3,4,3,1,3,1,4,4,6,3,2,4
1654,35,1,3,17,3,3,2,2,1,2,1,3,2,8,4/23/2024,.968739698,1,1,5,6,6,6,6,6,4,5,4,1,2,5,5,6,5,5,2,2,2,4,-9,-9,-9,1,1,6,5,9,8,1,4,6,4,4,6,7,1,2,3,4,6,6,5,2,2,3,2,6,5,2,6,6,4,2,2,6,6,1,6,2,4,6,6,6,1,6,4,4,4,2,6,4,3,6,6,7,1,2,1,2,2,2,1,2,2,1,1,6,7,1,7,1,7,1,8,1,1,3,3,3,3,2,1,3,2,2,2,1,1
1655,56,1,10,8,7,1,2,1,2,2,1,2,2,5,4/23/2024,.809496029,1,1,5,4,5,4,4,4,6,3,3,1,5,4,4,3,3,4,3,3,3,3,-9,-9,1,-9,1,7,9,7,7,1,5,6,6,6,2,5,1,4,3,5,6,4,5,4,5,7,7,2,3,5,5,4,4,4,4,4,4,1,5,5,5,4,4,5,1,7,1,4,5,5,2,7,4,5,4,4,4,2,2,1,1,2,1,2,2,1,4,3,5,1,7,1,4,1,3,1,4,3,3,3,5,5,1,6,4,5,4,5,3
