ID,age,profile_gender,tprofile_GOR,profile_education_level,tprofile_gross_household,ethnicity_R,tparent_1,tparent_2,tparent_97,tparent_98,Vote2019R,pastvote_EURef,new_socgrade,politics_scale_profile_update,respdate,W8,page1consentq,page2values1,page2values1_1,page2values1_2,page2values1_3,page2values1_4,page2values1_5,page2values1_6,page2values1_7,page2values1_8,page2values1_9,page2values1a,page2values1a_1,page2values1a_2,page2values1a_3,page2values1a_4,page2values1a_5,page2values1a_6,page2values1a_7,page2values1a_8,page2values1a_9,page3_splitgroups,page3vid_control,page3vid_threat,page3vid_hope,page3vid_justice,page4posttreatment1,page4posttreatment1_1,page4posttreatment1_2,page4posttreatment1_3,page4posttreatment1_4,page4posttreatment2,page4posttreatment2_1,page4posttreatment2_2,page4posttreatment2_3,page4posttreatment2_4,page4posttreatment2_5,page4posttreatment2_6,page4posttreatment3,page4posttreatment3_1,page4posttreatment3_2,page4posttreatment3_3,page4posttreatment3_4,page4posttreatment3_5,page4posttreatment3_6,page4posttreatment3_7,page4posttreatment3_8,page4posttreatment3_9,page4posttreatment3_10,page4posttreatment3_11,page4posttreatment3_12,page4posttreatment3_13,page4posttreatment3_14,page4posttreatment3_15,page4posttreatment3_16,page4posttreatment3_17,page4posttreatment3_18,page4posttreatment3_19,page4posttreatment3_20,page4posttreatment5,page4posttreatment5_1,page4posttreatment5_2,page4posttreatment5_3,page4posttreatment5_4,page4posttreatment5_5,page4posttreatment5_6,page5posttreatment6,page5posttreatment6_1,page5posttreatment6_2,page5posttreatment6_3,page5posttreatment6_4,page5posttreatment6_5,page5posttreatment6_6,page5posttreatment6_7,page5posttreatment6_8,page5posttreatment6_9,page5posttreatment6_10,page5posttreatment6_11,page5posttreatment6_12,page5posttreatment7_1,page5posttreatment7_2,page5posttreatment7_3,page5posttreatment7_4,page5posttreatment7_5,page5posttreatment7_6,page5posttreatment7_7,page5posttreatment7_8,page6posttreatment8,page6posttreatment8_1,page6posttreatment8_2,page6posttreatment8_3,page6posttreatment9scale,page6posttreatment9scale_strangers,page6posttreatment9ascale,page6posttreatment9ascale_government,page6posttreatment9bscale,page6posttreatment9bscale_parliament,page6posttreatment10,page6posttreatment10_1,page6posttreatment10_2,page6posttreatment10_3,page6posttreatment10_4,page6posttreatment10_5,page6posttreatment10_6,page6posttreatment11,page6posttreatment11_1,page6posttreatment11_2,page6posttreatment11_3,page6posttreatment11_4,page6posttreatment11_5,page6posttreatment11_6
919,56,2,11,13,17,1,2,1,2,2,1,2,2,4,4/26/2024,1.175536906,1,1,4,2,6,4,6,4,3,1,2,1,5,5,4,4,2,2,2,2,2,2,-9,1,-9,-9,1,6,6,11,1,1,4,4,4,4,5,4,1,3,2,6,6,6,4,4,4,5,6,3,3,4,4,6,5,5,4,4,5,1,4,4,4,4,4,4,1,4,4,5,2,2,6,4,4,4,2,2,4,2,2,2,2,2,2,1,2,1,6,5,6,1,5,1,3,1,3,1,1,5,5,1,1,1,1,4,6,5,6,4,4
920,71,2,11,18,3,1,2,2,1,2,1,2,2,4,4/24/2024,1.701846335,1,1,5,4,6,5,4,5,5,2,3,1,4,4,4,4,3,3,2,2,2,4,-9,-9,-9,1,1,6,6,7,7,1,3,4,1,4,5,4,1,4,4,4,5,5,4,3,2,5,5,3,5,4,1,4,5,4,2,5,5,1,4,4,4,5,4,5,1,4,4,5,4,3,5,5,3,4,4,5,3,2,2,1,2,2,2,2,2,1,4,4,5,1,5,1,7,1,7,1,5,5,1,3,5,3,1,4,3,4,4,2,2
921,35,2,7,11,7,1,2,2,1,2,5,1,1,2,4/23/2024,.562060263,1,1,6,6,2,2,6,6,6,2,1,1,3,2,4,4,4,5,1,2,4,1,1,-9,-9,-9,1,11,8,8,6,1,5,1,1,3,5,6,1,1,1,7,7,1,1,7,6,2,2,6,6,1,1,6,6,2,3,5,6,1,1,1,1,2,6,6,1,7,1,1,6,6,2,7,1,4,4,4,1,1,1,1,2,2,1,2,2,1,6,3,4,1,4,1,0,1,0,1,3,3,3,3,3,3,1,2,6,4,6,4,5
922,38,1,7,16,14,4,2,2,1,2,1,1,1,2,4/26/2024,.783560699,1,1,5,4,3,2,4,5,5,2,2,1,3,3,3,4,2,2,3,3,4,4,-9,-9,-9,1,1,9,7,4,4,1,1,3,1,1,3,2,1,3,3,6,7,2,2,5,6,5,5,5,3,3,2,6,6,3,3,6,5,1,1,2,1,4,6,5,1,7,2,2,7,5,1,6,1,6,1,3,2,2,1,2,2,2,2,2,2,1,6,6,6,1,4,1,2,1,997,1,3,4,4,3,3,3,1,3,6,4,5,2,2
923,53,2,10,18,11,1,1,2,2,2,6,1,2,4,4/23/2024,.945958706,1,1,4,4,3,3,4,5,4,3,1,1,3,3,5,5,3,4,1,2,2,3,-9,-9,1,-9,1,7,7,7,7,1,5,5,5,5,5,5,1,4,4,4,5,4,3,4,4,5,5,5,5,4,4,5,5,4,4,5,5,1,6,3,2,3,3,5,1,5,3,4,4,2,5,5,4,4,5,2,5,2,2,2,2,2,2,1,2,1,5,4,6,1,3,1,1,1,2,1,2,4,2,2,3,2,1,5,5,5,5,1,5
924,69,2,9,4,3,1,2,1,2,2,7,1,1,8,4/24/2024,.638987624,1,1,3,3,3,3,3,3,3,2,2,1,3,3,3,3,2,2,2,2,2,4,-9,-9,-9,1,1,7,7,5,4,1,3,4,3,3,4,3,1,3,3,5,2,5,5,5,3,2,3,5,4,3,3,5,3,5,3,5,5,1,5,5,5,5,4,5,1,5,3,5,4,3,5,5,3,5,4,3,5,2,2,2,2,2,2,1,2,1,5,5,3,1,5,1,4,1,4,1,5,5,5,3,2,2,1,5,5,5,5,5,5
925,80,2,10,13,5,1,2,1,2,2,3,1,1,3,4/24/2024,1.318250475,1,1,4,5,5,4,3,5,5,2,2,1,4,2,5,5,2,3,1,1,2,2,-9,1,-9,-9,1,8,8,9,6,1,4,4,4,4,4,5,1,3,3,5,5,4,4,5,5,2,4,4,5,4,2,5,5,4,5,5,6,1,2,3,2,2,4,5,1,5,1,4,4,3,3,7,2,4,5,4,4,1,2,1,2,2,1,2,2,1,5,4,5,1,997,1,3,1,3,1,3,3,5,4,4,3,1,5,4,4,5,3,4
926,52,2,9,11,2,1,2,2,1,2,7,3,2,4,4/24/2024,.445554536,1,1,5,3,6,3,6,4,2,1,1,1,6,3,6,3,2,2,1,1,1,4,-9,-9,-9,1,1,3,3,3,3,1,4,4,4,2,6,5,1,3,4,6,5,5,4,4,4,5,5,5,3,4,4,5,7,4,4,5,5,1,4,5,4,4,5,4,1,5,4,4,4,1,7,4,4,4,5,4,4,1,1,1,2,2,2,2,2,1,6,6,4,1,0,1,2,1,2,1,5,5,5,5,5,5,1,4,5,4,4,4,5
927,66,2,5,9,5,1,2,2,1,2,7,1,2,4,4/24/2024,.534487397,1,1,4,3,5,5,4,5,3,2,2,1,5,3,3,3,2,3,2,2,2,3,-9,-9,1,-9,1,8,7,7,6,1,4,5,4,4,5,5,1,4,4,5,5,5,3,4,3,4,5,5,4,4,4,4,5,4,4,5,5,1,5,5,4,4,5,5,1,5,3,5,6,4,5,4,3,5,5,4,4,2,1,2,2,2,2,2,2,1,5,4,5,1,4,1,3,1,4,1,5,5,5,3,3,3,1,5,5,4,4,5,5
928,77,1,10,1,8,1,2,1,2,2,7,3,1,4,4/23/2024,.40266178,1,1,6,6,6,3,4,4,5,1,5,1,2,4,4,5,5,2,5,3,3,4,-9,-9,-9,1,1,11,9,11,1,1,1,1,1,7,7,7,1,1,1,7,7,6,2,3,1,7,5,5,5,1,1,7,7,1,1,7,7,1,1,7,2,7,1,7,1,7,1,1,7,1,3,7,3,5,3,1,7,1,2,2,1,2,1,2,2,1,7,5,1,1,2,1,0,1,0,1,3,4,4,3,4,1,1,3,5,3,6,5,1
929,44,1,8,1,3,1,1,1,2,2,7,2,2,6,4/23/2024,1.021192024,1,1,3,3,6,6,6,5,4,2,2,1,4,6,4,1,3,4,1,2,3,1,1,-9,-9,-9,1,1,4,4,3,1,1,3,6,3,6,7,1,1,1,6,7,7,1,1,2,7,7,3,6,1,1,7,7,7,1,6,6,1,6,7,1,6,2,1,1,5,7,7,6,7,2,7,7,4,3,1,7,2,1,2,2,2,2,2,2,1,6,2,7,1,0,1,0,1,0,1,5,4,2,4,4,4,1,6,5,6,6,6,2
930,66,1,9,5,16,1,2,2,1,2,1,2,1,6,4/24/2024,1.064099831,1,1,3,3,3,3,4,3,3,3,3,1,3,3,3,3,3,3,3,3,3,4,-9,-9,-9,1,1,9,1,1,6,1,4,6,6,6,1,2,1,2,3,6,7,5,4,4,4,5,5,3,4,5,5,5,5,5,5,5,5,1,7,5,5,4,4,2,1,1,7,7,1,1,7,1,6,1,7,1,6,2,2,2,2,2,2,1,2,1,6,1,7,1,3,1,2,1,2,1,1,1,1,3,3,2,1,4,5,5,5,5,5
931,43,2,8,11,17,1,2,2,1,2,2,1,1,1,4/23/2024,.458821761,1,1,6,6,1,2,6,6,6,4,3,1,3,2,6,6,5,3,2,2,3,1,1,-9,-9,-9,1,11,11,11,1,1,1,1,1,1,7,7,1,2,1,7,7,2,1,6,4,3,5,7,5,1,1,7,7,7,1,7,7,1,1,1,1,6,5,6,1,7,1,1,7,7,1,7,1,7,1,7,1,1,1,1,2,1,2,2,2,1,5,2,5,1,3,1,1,1,1,1,3,4,4,3,3,3,1,6,5,6,7,2,7
932,37,1,8,16,17,1,2,2,1,2,5,1,2,2,4/23/2024,.759502693,1,1,6,6,5,3,4,6,6,2,4,1,6,4,4,6,3,6,4,2,2,4,-9,-9,-9,1,1,8,7,8,7,1,2,2,4,1,6,7,1,2,1,6,6,3,3,6,5,2,2,6,6,3,2,6,6,6,3,6,6,1,3,2,3,4,5,6,1,7,1,1,7,6,2,7,2,6,2,5,4,1,1,1,2,2,1,2,2,1,3,4,5,1,3,1,4,1,997,1,3,4,4,4,2,4,1,5,5,3,3,2,4
933,54,1,3,18,13,1,2,2,1,2,1,2,2,2,4/23/2024,1.269112668,1,1,3,4,5,3,3,5,4,3,3,1,5,5,4,3,3,4,2,2,3,4,-9,-9,-9,1,1,7,7,8,7,1,2,4,3,2,5,6,1,2,1,7,6,6,5,3,2,5,6,3,4,4,4,6,5,5,4,4,5,1,4,4,5,5,4,7,1,5,4,4,4,2,4,6,2,2,6,3,5,2,2,2,2,2,2,1,2,1,4,3,7,1,5,1,0,1,0,1,2,2,3,1,2,3,1,4,5,4,6,4,6
934,68,1,11,1,8,1,2,1,2,2,1,2,2,5,4/23/2024,1.078366521,1,1,2,3,4,3,4,2,4,4,3,1,3,3,4,2,4,4,3,2,3,2,-9,1,-9,-9,1,4,4,6,6,1,5,5,5,6,2,2,1,3,3,5,5,5,4,4,4,6,5,1,1,5,5,5,5,5,5,3,2,1,7,7,4,5,3,6,1,2,4,5,1,1,7,2,4,1,4,1,2,2,1,1,2,2,2,2,2,1,2,4,2,1,7,1,8,1,8,1,5,5,5,5,3,3,1,4,5,5,4,4,2
935,52,2,8,16,12,1,2,1,2,2,2,1,1,3,4/23/2024,.65582848,1,1,4,4,5,3,3,5,5,1,2,1,6,3,4,3,3,3,2,1,1,3,-9,-9,1,-9,1,7,6,9,6,1,6,2,4,5,6,2,1,2,1,6,7,4,4,4,4,3,5,5,4,4,2,6,2,5,2,6,6,1,2,2,2,5,5,5,1,6,3,3,3,3,4,6,1,4,2,5,2,1,1,2,2,1,2,2,2,1,7,3,3,1,4,1,0,1,2,1,5,3,5,3,5,3,1,3,2,4,5,2,3
936,57,2,2,18,10,1,1,1,2,2,2,1,1,3,4/23/2024,.494723046,1,1,6,6,5,4,6,5,6,5,5,1,6,2,5,6,4,5,4,2,1,2,-9,1,-9,-9,1,11,9,11,6,1,3,3,2,4,5,4,1,3,1,6,7,3,2,6,5,6,5,6,6,2,1,6,6,2,2,6,6,1,2,2,2,5,5,6,1,7,3,1,7,5,2,7,1,6,2,5,3,1,1,1,2,1,1,2,2,1,2,4,7,1,5,1,1,1,3,1,4,4,4,4,3,4,1,5,6,3,5,1,4
937,37,2,7,11,5,2,1,2,2,2,1,2,1,4,4/24/2024,.971512491,1,1,5,5,5,5,5,5,5,5,5,1,4,4,4,4,4,3,5,2,4,4,-9,-9,-9,1,1,2,3,8,4,1,4,4,4,4,4,4,1,1,1,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,7,4,4,4,5,1,4,4,4,4,6,3,4,4,4,4,2,4,2,1,1,2,1,1,2,2,1,7,5,6,1,5,1,0,1,0,1,3,3,5,5,2,1,1,6,6,6,6,7,6
938,51,2,5,8,11,1,2,1,2,2,7,3,2,8,4/23/2024,.672343378,1,1,3,3,2,3,3,3,4,1,2,1,3,3,3,3,2,2,2,2,2,1,1,-9,-9,-9,1,2,3,5,8,1,4,5,4,3,4,6,1,3,2,5,7,4,3,2,4,5,4,4,4,4,4,6,5,4,4,4,4,1,6,4,3,4,4,4,1,5,3,6,4,4,4,6,4,4,4,4,7,2,2,1,2,2,2,2,2,1,6,6,6,1,3,1,2,1,2,1,1,1,1,1,2,1,1,6,5,4,5,4,3
939,34,2,5,16,9,1,1,2,2,2,2,1,1,2,4/23/2024,.827856501,1,1,5,5,2,2,6,5,4,4,4,1,2,2,4,4,2,3,3,3,4,2,-9,1,-9,-9,1,9,7,10,6,1,4,3,4,3,4,5,1,2,2,6,6,2,2,6,5,2,2,6,7,2,1,6,6,4,2,6,6,1,5,1,2,3,5,5,1,7,1,1,7,7,1,7,1,6,2,6,1,1,2,1,2,2,1,2,2,1,2,2,5,1,7,1,3,1,2,1,4,4,4,3,3,3,1,3,4,3,3,2,5
940,48,2,3,16,11,1,1,2,2,2,1,2,1,4,4/24/2024,1.389850746,1,1,5,5,5,4,5,5,4,4,3,1,4,2,4,5,3,5,2,2,3,2,-9,1,-9,-9,1,8,7,8,7,1,4,4,4,2,5,4,1,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,1,5,5,4,4,4,5,1,5,3,5,5,2,5,5,4,4,6,3,7,1,1,1,2,2,1,2,2,1,3,3,3,1,5,1,5,1,5,1,3,5,5,3,1,3,1,3,4,3,4,4,2
941,35,1,7,11,13,1,2,2,1,2,7,3,1,4,4/24/2024,.425891989,1,1,5,5,5,3,5,5,5,5,5,1,4,3,5,5,5,6,3,2,3,1,1,-9,-9,-9,1,8,8,7,5,1,2,2,2,2,4,5,1,2,2,6,6,4,2,4,5,2,4,5,5,4,2,4,6,2,2,6,6,1,2,2,2,6,5,5,1,5,4,2,6,6,2,7,1,6,1,6,1,1,1,1,2,2,1,2,2,1,4,2,5,1,5,1,0,1,0,1,5,3,3,3,5,3,1,6,6,6,4,3,4
942,23,1,3,20,17,1,2,2,1,2,2,3,2,2,4/26/2024,1.823473329,1,1,5,6,2,2,6,6,6,5,4,1,2,3,5,6,6,6,2,2,4,2,-9,1,-9,-9,1,11,3,10,7,1,1,2,1,2,7,4,1,1,2,6,7,2,1,6,7,4,3,6,5,1,1,7,7,1,1,6,7,1,1,1,1,4,6,4,1,7,4,2,7,6,2,6,1,6,4,7,1,2,1,1,2,2,1,2,2,1,3,5,5,1,7,1,6,1,6,1,3,4,3,5,4,3,1,4,2,5,4,5,2
943,30,2,4,17,14,1,1,2,2,2,2,1,1,2,4/23/2024,.692160084,1,1,6,6,3,2,6,6,6,4,3,1,3,2,6,6,6,5,3,2,3,2,-9,1,-9,-9,1,11,6,11,5,1,2,2,2,2,6,6,1,2,2,7,7,2,2,7,7,3,4,6,4,1,1,7,7,2,2,7,7,1,2,1,1,5,4,6,1,7,1,1,7,7,1,7,1,6,1,7,4,1,2,1,1,2,1,2,2,1,5,2,4,1,5,1,0,1,0,1,3,4,4,3,1,1,1,2,4,2,5,4,2
944,48,2,5,16,7,1,1,1,2,2,2,1,1,3,4/24/2024,.827856501,1,1,5,4,3,2,5,6,6,4,4,1,2,3,6,6,5,5,4,4,5,3,-9,-9,1,-9,1,8,6,8,5,1,5,5,4,5,6,4,1,2,2,6,6,4,3,5,5,4,3,3,3,4,1,5,6,3,2,6,6,1,4,1,4,4,6,4,1,7,1,3,6,6,3,7,7,7,2,5,2,1,2,1,2,2,2,2,2,1,3,3,7,1,8,1,2,1,4,1,4,4,3,3,3,1,1,4,4,5,5,3,3
945,41,2,2,9,4,1,1,2,2,2,7,3,2,8,4/24/2024,.680603178,1,1,3,2,3,2,3,3,5,3,4,1,3,2,5,4,2,2,5,2,2,1,1,-9,-9,-9,1,5,2,4,3,1,5,3,5,6,7,5,1,3,3,5,6,5,4,3,2,3,3,6,3,5,3,3,5,3,3,5,5,1,2,3,3,5,3,3,1,7,2,5,4,2,7,3,3,4,6,3,2,2,2,2,2,2,2,1,2,1,7,5,3,1,2,1,2,1,3,1,5,5,5,3,1,3,1,5,5,5,6,5,1
946,61,2,5,18,17,1,2,1,2,2,7,1,2,4,4/24/2024,.484272125,1,1,5,4,3,3,5,5,4,2,2,1,3,3,5,5,3,3,2,2,2,1,1,-9,-9,-9,1,8,6,7,7,1,4,5,4,3,4,4,1,3,4,5,6,5,4,3,4,5,5,5,5,2,1,6,7,3,2,5,7,1,5,4,3,4,4,5,1,5,3,5,4,3,5,5,4,4,5,3,4,2,2,1,2,2,2,2,2,1,5,5,4,1,5,1,4,1,4,1,5,3,3,2,5,1,1,4,4,4,5,5,4
947,32,1,7,16,10,1,2,2,1,2,7,2,2,4,4/23/2024,.676287652,1,1,5,4,4,6,4,6,3,4,4,1,3,3,4,5,4,4,3,4,2,2,-9,1,-9,-9,1,4,4,3,4,1,4,3,4,1,3,7,1,1,1,7,7,7,1,4,1,1,4,7,4,1,1,4,1,7,4,5,5,1,1,4,7,4,1,4,1,4,4,6,1,1,7,7,7,1,7,4,4,2,2,2,2,2,2,1,2,1,4,4,4,1,7,1,7,1,1,1,5,5,5,5,5,5,1,5,5,5,5,5,5
948,67,1,7,9,3,1,2,1,2,2,2,2,2,4,4/23/2024,.698596103,1,1,3,3,3,3,4,4,4,3,4,1,3,2,2,3,2,2,2,2,2,1,1,-9,-9,-9,1,9,6,6,8,1,5,5,5,4,4,3,1,3,3,5,4,4,3,4,4,2,4,4,4,3,4,4,4,4,7,4,3,1,4,4,4,3,4,6,1,7,1,2,4,3,4,4,7,2,4,4,5,2,1,1,1,2,2,2,2,1,6,3,6,1,997,1,5,1,5,1,3,3,3,3,4,3,1,4,6,3,4,4,4
949,57,2,1,18,8,1,2,2,1,2,1,2,2,2,4/23/2024,1.19117939,1,1,6,5,6,4,6,6,6,3,2,1,5,3,6,5,5,3,2,2,2,2,-9,1,-9,-9,1,11,8,11,9,1,2,2,1,2,7,7,1,1,1,7,7,5,4,3,3,5,7,3,2,3,3,5,7,4,2,6,7,1,3,3,4,5,7,7,1,7,1,7,2,2,6,2,1,4,4,2,4,2,1,1,2,2,2,2,2,1,1,1,7,1,10,1,0,1,0,1,1,5,1,3,3,5,1,5,5,5,6,2,4
950,22,2,2,11,16,1,2,2,1,2,2,3,1,2,4/26/2024,.93323495,1,1,6,6,5,2,6,5,6,5,5,1,4,2,6,5,6,5,4,4,3,4,-9,-9,-9,1,1,11,8,10,7,1,4,2,3,2,3,4,1,1,1,7,6,2,2,6,6,4,4,5,5,5,3,6,6,4,4,5,7,1,4,2,5,4,4,6,1,7,1,1,6,6,2,7,2,7,4,6,5,1,1,1,2,2,1,2,2,1,5,5,4,1,5,1,2,1,3,1,4,4,2,3,3,3,1,5,7,5,6,5,6
951,74,2,8,11,17,1,2,1,2,2,1,1,2,6,4/23/2024,1.054535712,1,1,6,6,3,4,6,4,3,4,2,1,5,4,5,3,3,3,2,2,3,3,-9,-9,1,-9,1,10,10,10,6,1,3,1,2,1,7,6,1,3,3,6,6,5,3,5,3,5,5,3,6,5,2,6,3,6,3,6,6,1,5,4,3,3,4,6,1,7,1,6,5,1,7,7,1,4,4,2,5,2,2,1,2,2,1,2,2,1,5,5,5,1,5,1,3,1,2,1,5,4,2,2,5,4,1,5,3,4,5,2,5
952,66,2,7,9,17,1,2,2,1,2,4,2,2,4,4/23/2024,1.36026623,1,1,6,4,4,3,4,4,4,1,1,1,3,4,3,2,2,2,1,1,1,1,1,-9,-9,-9,1,6,6,6,6,1,1,1,1,1,6,7,1,1,1,7,7,6,5,3,3,6,5,5,5,4,4,7,5,5,4,5,5,1,5,7,5,5,4,4,1,5,5,4,4,3,4,3,5,4,3,2,7,2,1,2,2,2,2,2,2,1,7,3,7,1,9,1,0,1,1,1,4,4,5,4,4,4,1,5,3,6,5,2,4
953,35,2,7,20,14,3,1,2,2,2,1,2,1,4,4/24/2024,.589154915,1,1,4,4,5,3,4,4,4,3,6,1,4,3,3,5,5,5,5,4,4,4,-9,-9,-9,1,1,6,8,6,6,1,2,5,3,7,3,2,1,1,1,6,6,4,2,5,6,4,4,6,4,1,4,6,6,6,4,4,4,1,2,6,6,6,2,6,1,6,4,6,4,4,4,7,4,1,6,7,2,2,2,1,2,2,1,2,2,1,1,7,4,1,0,1,0,1,0,1,5,5,4,1,3,1,1,6,6,6,6,6,1
954,62,2,10,8,4,1,2,1,2,2,7,2,2,8,4/24/2024,.941559869,1,1,5,5,4,5,4,6,3,1,3,1,5,4,4,5,1,4,1,1,1,1,1,-9,-9,-9,1,10,7,10,3,1,2,2,1,1,4,6,1,2,2,5,5,4,2,5,2,5,2,5,6,2,2,5,5,5,5,5,5,1,1,1,2,4,5,5,1,5,2,4,5,6,2,5,2,5,2,4,4,1,1,2,1,2,2,2,2,1,5,5,4,1,997,1,3,1,3,1,4,4,4,4,4,4,1,4,3,3,5,1,4
955,72,2,2,11,4,1,2,1,2,2,1,1,1,8,4/24/2024,1.170636982,1,1,6,6,4,6,4,4,6,3,4,1,6,4,6,6,6,3,3,4,2,2,-9,1,-9,-9,1,6,9,6,3,1,4,6,6,5,6,5,1,2,3,4,6,6,6,2,4,3,3,5,4,4,1,6,6,4,4,6,6,1,4,5,4,4,4,6,1,5,4,5,4,4,5,4,3,4,4,4,5,2,2,1,2,2,2,2,2,1,5,5,5,1,5,1,3,1,3,1,5,2,4,4,5,4,1,4,5,2,6,4,2
956,67,2,6,13,16,1,2,1,2,2,3,1,2,4,4/26/2024,.898275234,1,1,6,5,4,3,5,4,6,2,2,1,5,2,5,5,3,3,1,1,3,4,-9,-9,-9,1,1,11,9,11,4,1,2,4,2,1,6,6,1,2,2,7,7,4,3,4,4,5,5,3,3,2,2,7,6,2,2,7,6,1,5,4,2,3,6,6,1,7,1,1,7,7,1,7,1,6,2,6,6,1,1,1,2,2,2,2,2,1,3,2,5,1,7,1,1,1,4,1,3,4,4,3,4,3,1,5,5,5,5,3,4
957,77,1,8,18,4,1,2,1,2,2,1,2,2,6,4/23/2024,.817094085,1,1,5,5,5,5,3,5,4,2,2,1,5,5,5,4,4,2,1,2,2,2,-9,1,-9,-9,1,8,7,7,4,1,2,5,5,2,4,6,1,1,1,6,6,7,3,1,2,6,6,6,7,4,2,6,6,5,4,4,4,1,3,7,3,4,7,3,1,4,4,5,3,2,6,3,3,4,4,4,5,2,1,2,1,2,2,2,2,1,6,1,7,1,5,1,3,1,2,1,5,3,5,4,3,3,1,6,6,6,6,6,6
958,31,1,8,17,1,5,2,2,1,2,3,3,1,1,4/25/2024,2.55896645,1,1,6,6,3,3,6,6,6,5,4,1,1,3,5,6,5,5,4,3,4,3,-9,-9,1,-9,1,11,3,10,8,1,1,2,3,1,5,7,1,2,1,7,7,5,1,5,2,6,5,6,7,4,1,7,6,3,1,7,7,1,1,1,4,7,5,3,1,7,1,2,6,7,1,7,1,2,4,4,1,2,1,1,2,1,1,2,2,1,7,3,3,1,7,1,1,1,1,1,1,1,3,3,1,4,1,2,6,6,7,5,2
959,26,2,8,20,16,1,2,2,1,2,2,1,1,4,4/24/2024,.831661525,1,1,5,5,4,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,4,-9,-9,-9,1,1,6,6,6,6,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,2,1,2,2,1,4,4,4,1,5,1,5,1,5,1,5,5,5,5,5,5,1,4,4,4,4,4,4
960,72,2,11,11,17,1,2,2,1,2,1,3,1,4,4/23/2024,.700540143,1,1,5,5,3,5,5,5,5,2,3,1,5,3,5,5,2,3,2,2,3,3,-9,-9,1,-9,1,1,1,8,11,1,4,7,4,7,2,6,1,3,5,6,6,4,4,2,1,5,6,5,3,4,1,5,6,6,6,4,5,1,1,1,1,4,5,2,1,5,3,5,3,4,4,2,2,2,3,4,5,2,1,1,2,2,2,2,2,1,5,2,6,1,4,1,4,1,4,1,5,3,3,5,3,3,1,1,1,1,1,1,4
961,18,1,8,19,15,1,2,2,1,2,7,3,1,4,4/24/2024,.77125725,1,1,2,3,6,4,5,3,4,3,3,1,3,3,3,3,2,4,3,2,1,1,1,-9,-9,-9,1,4,1,3,1,1,2,3,5,5,5,3,1,3,2,5,5,5,5,3,3,5,2,2,5,5,5,2,3,3,5,4,3,1,4,3,2,5,7,3,1,6,5,5,3,3,5,6,2,5,5,4,6,2,2,2,2,2,2,1,2,1,2,5,5,1,5,1,3,1,3,1,2,2,1,1,1,1,1,3,7,5,5,5,3
962,58,2,4,16,13,1,2,1,2,2,2,1,1,3,4/23/2024,1.021882312,1,1,6,6,3,2,5,5,5,3,2,1,3,2,5,5,3,3,4,2,3,3,-9,-9,1,-9,1,11,10,11,2,1,1,1,1,1,7,1,1,1,1,7,7,2,2,5,6,4,4,4,4,4,4,4,6,4,2,7,4,1,1,3,1,1,4,7,1,7,1,1,7,7,1,7,1,7,1,6,1,1,1,1,1,1,1,2,2,1,4,2,7,1,6,1,0,1,5,1,3,4,4,4,3,3,1,4,3,2,4,2,4
963,30,1,3,17,11,1,2,2,1,2,3,1,1,1,4/23/2024,1.014103547,1,1,6,6,3,1,3,6,3,2,1,1,5,1,4,6,3,2,1,1,1,2,-9,1,-9,-9,1,11,7,11,4,1,1,1,1,1,7,7,1,1,2,6,6,6,2,3,5,2,2,6,7,1,1,7,7,1,1,7,7,1,2,3,1,5,1,5,1,7,1,1,7,5,1,5,1,7,1,4,2,2,1,1,2,2,1,2,2,1,5,1,7,1,5,1,4,1,3,1,3,4,3,3,5,3,1,1,6,7,6,5,6
964,54,1,7,11,17,1,2,2,1,2,2,1,2,2,4/24/2024,.663520457,1,1,4,3,4,4,5,4,4,3,3,1,4,4,4,4,5,4,3,4,5,2,-9,1,-9,-9,1,7,6,6,7,1,4,4,3,4,4,5,1,3,2,5,5,5,4,4,5,5,5,3,4,4,4,5,3,4,4,4,4,1,5,4,4,4,5,5,1,6,2,4,4,4,4,5,4,4,4,4,4,2,1,2,1,2,2,2,2,1,4,3,6,1,6,1,4,1,4,1,5,3,3,3,3,5,1,4,3,4,4,5,4
965,42,2,6,5,17,1,1,1,2,2,1,4,2,8,4/23/2024,1.542280572,1,1,3,4,4,3,4,5,4,3,4,1,4,3,3,5,3,4,4,3,4,2,-9,1,-9,-9,1,4,5,5,5,1,4,3,4,5,4,3,1,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,1,4,4,4,4,4,4,1,6,4,4,4,4,4,6,4,4,4,7,4,2,1,2,2,2,2,2,2,1,2,4,5,1,5,1,5,1,5,1,5,5,5,5,5,5,1,4,4,4,3,4,4
